Covidence #,Study ID,Title,Reviewer Name,DOI,Title,Journal/Publisher,Publication Date,Publication Type,Country,Time of study,Objectives,Location(s),Crop(s) studied,Type of study,How were preferences determined?,List any specific scales or methods named,How was data analyzed?,Was a statistical software used?,Size of study/respondents,Value chain actors included,Grain quality traits included,Varieties listed/mentioned?,End uses mentioned,Detailed preferences discussed in the study:,1 Crop,1 Location,1 VC Actor,1 Trait,1 Preference,1 Disaggregation,1 Statistic,2 Crop,2 Location,2 VC Actor,2 Trait,2 Preference,2 Disaggregation,2 Statistic,3 Crop,3 Location,3 VC Actor,3 Trait,3 Preference,3 Disaggregation,3 Statistic,4 Crop,4 Location,4 VC Actor,4 Trait,4 Preference,4 Disaggregation,4 Statistic,5 Crop,5 Location,5 VC Actor,5 Trait,5 Preference,5 Disaggregation,5 Statistic,6 Crop,6 Location,6 VC Actor,6 Trait,6 Preference,6 Disaggregation,6 Statistic,7 Crop,7 Location,7 VC Actor,7 Trait,7 Preference,7 Disaggregation,7 Statistic,8 Crop,8 Location,8 VC Actor,8 Trait,8 Preference,8 Disaggregation,8 Statistic,9 Crop,9 Location,9 VC Actor,9 Trait,9 Preference,9 Disaggregation,9 Statistic,10 Crop,10 Location,10 VC Actor,10 Trait,10 Preference,10 Disaggregation,10 Statistic,Disaggregating variables,Explanation for any disaggregation,Key findings
2202,,Farmers Participatory Varietal Selection in Rabi Sorghum. Final Technical Report (1999-2002).,Consensus,"",Farmers Participatory Varietal Selection in Rabi Sorghum Final Technical Report (1999-2002),"National Research Centre for Sorghum, Rajendranagar, Hyderabad .",2002,Report,India,1999-2002,"1. Selection of suitable varieties by farmers from improved cultivars tested in farmer managed trials.
2. Demonstration of farmer participatory research (FPR) methods those are effective in increasing cultivar diversity and replacement rate and thereby production.
3. Promotion of superior local varietal selections, natural management practices, and low cost production technology identified in farmer managed trials.","Medak (Andhra Pradesh),  Solapur (Maharashtra), Dhule (Maharashtra),  Parbhani  (Maharashtra), Bijapur (Karnataka) and Dharwad (Karnataka).",Sorghum,Mixed methods,Focus group; Survey/questionnaire; Participatory plant breeding; Sensory evaluation/taste testing; Observations; Cooking quality test; Other: mother/baby trials,"","",No/not reported,"""The total number of farmers involved measured in hundreds""",Farmer/grower,"Size and shape; Color; Sensory (aroma, taste, appearance, etc.); End-use quality (baking, malting, etc.); Storability",Yes,"flour, roti","",Sorghum,India,Farmer,size,bold,"","",Sorghum,India,Farmer,color,pearly white,"","",Sorghum,India,Farmer,shape,round,"","",Sorghum,India,Farmer,keeping quality,good,"","",Sorghum,India,Farmer,flour recovery,good,"","",Sorghum,India,Farmer,roti quality,good,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",None reported,"","Farmers in India prefer sorghum that is white/lustrous, bold, and has high flour recovery and good cooking quality for roti."
1956,Yapi 1998,Sorghum S 35 in Chad - adoption and benefits.,Consensus,"",Sorghum S 35 in Chad — Adoption and Benefits,International Crops Research Institute for the Semi­Arid Tropics,1998,Conference proceedings,Chad,1986-1995,The two main objectives are: to determine the performance and acceptability of S  35  under farm­ level conditions based on adoption rates and farmer perceptions in different regions where the technol­ogy is applicable;  and to evaluate the economic impact that the adoption  (and the accompanying cultivation techniques) had on the welfare of peasants and consumers. ,"Guera, Chari-Baguimi, and Mayo-Kebbi regions",Sorghum,Qualitative study,Survey/questionnaire,"","",No/not reported,152,Farmer/grower,"Size and shape; Color; Grain morphology (e.g. pericarp thickness); Sensory (aroma, taste, appearance, etc.); Storability",Yes,"","",Sorghum,Chad,Farmers,Grain color,"White in Guera and Mayo-Kebbi, Red in Chari-Baguirmi",Location,"",Sorghum,Chad,Farmers,Grain size,Large,Location,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Location/geography,"","Farmers in different regions of Chad prefer different colors of grain. White is preferred in the Guera and Mayo-Kebbi regions, whereas red is preferred in Chari-Baguirmi."
1858,McGuire 2000,Farmers' management of sorghum diversity in eastern Ethiopia.,Consensus,"",Farmers’ management of sorghum diversity in Eastern Ethiopia,Intermediate Technology,2000,Book,Ethiopia,1998,Characterize farmer management and preferences in farmer varieties of sorghum in Ethiopia,Eastern Ethiopia (Highlands and Lowlands).,Sorghum,Qualitative study,Interview,"",Frequency/Percentage analysis.,No/not reported,141,Farmer/grower,"Size and shape; Color; Hardness; End-use quality (baking, malting, etc.); Storability",Yes,"","",Sorghum,Ethiopia,Farmer,color,dislike brown,Lowland vs. Highland growers,"",Sorghum,Ethiopia,Farmer,Seed Size/Color,"Small, dark seeds are disliked",Lowland vs. Highland growers,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Location/geography,Highland and lowland farmers both prioritize quality when selecting their sorghum variety,Quality is an important characteristic in farmer variety selection. Color was not highly reported.
1841,Njinju 2022,"Sorghum production challenges in drought areas of siaya and baringo counties, Kenya.",Consensus,"","Sorghum Production Challenges in Drought Areas of Siaya and Baringo Counties, Kenya",East African Agricultural and Forestry Journal,2022,Research article,Kenya,January 2021,"To collect sorghum accessions, identify preferred traits, identify production constraints, and find out challenges faced by farmers.",Siaya and Baringo Counties,Sorghum,Qualitative study,Interview; Survey/questionnaire,"",descriptive statistics,SPSS,43,Farmer/grower,"Color; Sensory (aroma, taste, appearance, etc.); Storability",Yes,"Food (ugali, porridge, traditional dishes)","",Sorghum,Kenya,Farmer,Color,nonred,Important in Siaya but not Baringo,"",Sorghum,Kenya,Farmer,Taste,good,"","",Sorghum,Kenya,Farmer,Storability,good,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Location/geography,"",Farmers in Kenya prefer sorghum varieties that are non-red and have good taste.
1831,Kayode 2006,"Diversity, users' perception and food processing of sorghum: implications for dietary iron and zinc supply.",Consensus,"","Diversity, users’ perception and food processing of sorghum: implications 
for dietary iron and zinc supply",Wageningen University,2006,Dissertation/thesis,Benin,2002," to define the scope in terms of consumer preferences for the optimisation of sorghum breeding, cultivation and processing.","Parakou, Banikoara, Toucountouna, Natitingou, Djougou",Sorghum,Mixed methods,Interview; Focus group; Survey/questionnaire; Hedonic scale; Case study,"","ANOVA, LSD",SPSS; Other: Win stat,"30 Rapid appraisal investigation, 180 quantitative survey, 135 beer survey, 90 field survey, 72 farmers seed collection ",Farmer/grower; Consumer; Processor/miller; Chef/brewer/home cook,"Size and shape; Starch, protein, tannins, fiber, and/or fat; Color; Grain morphology (e.g. pericarp thickness); Sensory (aroma, taste, appearance, etc.); Milling/processing quality; End-use quality (baking, malting, etc.); Storability; Other: germination, medicinal ",Yes,"Tchoukoutou (beer), Sorou, Koko, Dibou, Chakpalo, Sifan ou, Kamanguia, porridge","",Sorghum,Benin,"Consumer, brewer/processor, farmer",Color,"pink is best, pink/red for food, porridge, beer, then brown, not white or yellow","","",Sorghum,Benin,"brewer/processor, farmer",Size,big,"","",Sorghum,Benin,brewer/processor,Wort (beer quality),"high yield, sugary, opaque","","",Sorghum,Benin,"Consumer, farmer, brewer/processor",taste,"Sweet, not bitter","","",Sorghum,Benin,"Processor/miller
",Milling/processing quality,"easy, good flour yield","","",Sorghum,Benin,brewer/processor,endosperm texture,floury,"","",Sorghum,Benin,"Processor/miller
",Ease of germination,quickly,"",42%,"","","","","","","","","","","","","","","","","","","","","",Location/geography,"","Farmers’ grain quality preferences focus on grain size and color, with large, pink or red grains consistently preferred for porridge and traditional beer, while yellow grains are least preferred"
1778,Fanou-Fogny 2012,Fonio (Digitaria exilis) as a staple food in Mali: an approach to upgrade nutritional value.,Consensus,"",Fonio (Digitaria exilis) as a staple food in Mali: an approach to upgrade nutritional value,Wageningen University ,June 2012 ,Dissertation/thesis,Mali,"","Explored value chain strategies as possible solutions to existing nutritional
problems among West African women, using fonio as product. Assessment of socio‐cultural acceptability of fonio as strategic entry point for consumer‐oriented activities",Bamako and Cotonou,Fonio,"",Interview; Survey/questionnaire; Ranking,"Mali food composition table TACAM, USDA nutrient database ",Descriptive anlaysis,SPSS; Other: VBS Food Calculation System,108 women,Consumer; Chef/brewer/home cook,"Micronutrients; Sensory (aroma, taste, appearance, etc.); End-use quality (baking, malting, etc.)",No,"Couscous (Foyo), Porridge (Moni, Dèguè), Djouka (Mixture of fonio, vegetables, and groundnut), Fried fonio (Fini zamé), Bakery products (Cakes, doughnuts, cookies)","",Fonio,Mali,Consumer/home cook,grain color,white,"","",Fonio,Mali,Consumer/home cook,grain size,larger,"","",Fonio,Mali,Consumer,micronutrients,iron,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Gender,"",Consumers in Mali prefer white and large fonio grain.
1722,Chinedu 2018,Farmers' valuation of transgenic biofortified sorghum for nutritional improvement in Burkina Faso: a latent class approach.,Consensus,10.1016/j.foodpol.2018.06.006,Farmers’ valuation of transgenic biofortified sorghum for nutritional improvement in Burkina Faso: A latent class approach,Food Policy,2018,Research article,Burkina Faso,2015-2016,"to investigate the farmers’ valuation of various attributes that could
make up the biofortified seed as well identified the factors that influence the farmers valuation.","Dedougou, Bobo, and Diebougou",Sorghum,Experimental study,Choice experiment, Latent Class Model ,"Descriptive statistics + ANOVA for characteristics 
PCA (motivational factors) 
Conditional Logit + Latent Class Model (NLOGIT) 
Willingness-to-pay calculated from attribute coefficients",SAS; Stata,150,Farmer/grower,Micronutrients,No,N/A,"",Sorghum,Burkina Faso,Farmer/grower,Micronutrients,increased,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Location/geography,"","Farmers, on average, valued sorghum seed with increased micronutrients and were willing to pay a premium, though the premium differed strongly by segment (highest in the “Micronutrient preference” class). 
About 73% of sampled farmers would choose the biofortified alternative over sticking with local seed (from opt-out shares in the conditional logit summary). "
1677,Tesfamichael 2013,"Documentation of sorghum (Sorghum bicolorL. Moench) landraces: production, utilization and challenges in Eritrea.",Consensus,"","Documentation of Sorghum (Sorghum bicolor L. Moench) Landraces: Production, Utilization and Challenges in Eritrea",Journal of Agricultural and Biological Science,June 2013,Research article,Eritrea,"","The objectives of the study were to document sorghum production systems, utilization and challenges as well as farmers' preferences and criteria for selection of the landraces to meet different needs","Goluj, Tesseney, Hamelmalo, and Segeneyti",Sorghum,Qualitative study,Focus group; Survey/questionnaire,"","tables, charts and graphs",Excel; Other: XLSTAT,190,Farmer/grower,Color,Yes,"injera, porridge, siwa (beer), and bread","",Sorghum,Eritrea,Farmers,Color,"White and red for food/injera, brown for beer, red for beer in highlands, red for food in lowlands",Location,"","","","","","",Location,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Location/geography; Other: end use,The purported use of the grain affects farmers' preference of grain color,"In Eritrea, Red sorghum is overall preferred for Injera (bread) and White sorghum is slightly preferred for beer making. This differs in the Highlands and Lowlands where people prefer White sorghum for food and Red/Brown for beer, and White/Red sorghum for food and Brown for beer, respectively."
1665,,Foodgrain marketing and agricultural development in India.,Consensus,"",Foodgrain Marketing and Agricultural Development in India,"Proceedings of the International Workshop on Socioeconomic Constraints to Development of Semi-Arid Tropical Agriculture, ICRISAT",1979,Conference proceedings,India,1977-1978,"The study conducted by ICRISAT focuses on understanding and measuring grain quality preferences across the food grain value chain in India, with specific emphasis on how consumer preferences influence market dynamics","Hyderabad, Jadhpur, Maharashtra",Sorghum; Pearl millet,Experimental study,Market data analysis/hedonic pricing,"",multivariate regression analysis,No/not reported,"",Farmer/grower; Consumer; Distribution/retailer/trader,"Starch, protein, tannins, fiber, and/or fat; Color; Grain morphology (e.g. pericarp thickness)",No,"","",Sorghum,India,Consumer,color,"yellow, not red","","",Pearl millet,India,Consumer,color,not white,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",None reported,"",Consumers in India prefer yellow sorghum and not white pearl millet.
1627,Muui 2013,Baseline survey on factors affecting sorghum production and use in eastern Kenya.,Consensus,"",BASELINE SURVEY ON FACTORS AFFECTING SORGHUM PRODUCTION AND USE IN EASTERN KENYA,"African Journal of Food, Agriculture, Nutrition, and Development",January 2013,Research article,Kenya,"",The study aimed at gathering information on factors that affect sorghum production and use in lower eastern Kenya. ,"Mbeere, Makueni, Kitui and Mutomo",Sorghum,Qualitative study,Interview; Survey/questionnaire,"","Analysis of variance, least significant differences",No/not reported,120,Farmer/grower,"Sensory (aroma, taste, appearance, etc.); Milling/processing quality",No,"unfermented porridge, ugali ","",Sorghum,Kenya,Farmer,Taste,Good taste,More preferred in Mbeere,40% ,Sorghum,Kenya,Farmer,Cleaning ability,easy,only preferred in Kitui,7%,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Location/geography,"",Sorghum farmers in Kenya preter grain that tastes good and is easy to clean.
1608,Tariku 2023,"Improved highland sorghum on-farm demonstration using cluster farming approach at Chiro Districts of West Harerghe Zone, Eastern Ethiopia.",Consensus,"","Improved Highland Sorghum on-farm demonstration using cluster farming approach at Chiro districts of West Harerghe Zone, Eastern Ethiopia",Journal of Agricultural  Research Advances,5 February 2023,Research article,Ethiopia,2020,To demonstrate the effectiveness of a high-yield improved highland sorghum variety and assess farmer feedback,Arberekete kebele of Chiro district located in West Hararghe Zone,Sorghum,Qualitative study,Interview; Participatory plant breeding,"",average and frequency distribution,No/not reported,70,Farmer/grower,Size and shape; Color,Yes,"","",Sorghum,Ethiopia,Farmer,grain color,Brown,"","",Sorghum,Ethiopia,Farmer,grain size,Large,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",None reported,"",Sorghum farmers in Ethiopia prefer large brown grains.
